Time, xActual, yActual, angleActual, xTarget, yTarget, angleTarget, XTE, lagE, angleE, pLeft, pRight
195.289445, 1.9168172512616244, 0.990085665829182, 0.17039795701213006, 1.9545351786178342, 0.9983341934374623, 0.03723949913108613, 0.006775806270122033, 0.03723635608774049, -0.13251191626793035, 0.1698633444521621, 0.01742635698967937
195.294689, 1.9171653852695976, 0.9901455680410992, 0.1697965524579697, 1.9554857328723656, 0.9984176785966224, 0.03643607159099899, 0.006791637379166833, 0.037648754328420735, -0.13255705332688358, 0.17028248011327418, 0.017832017809927783
195.299957, 1.9174439212459782, 0.9901933223064744, 0.16939561608852904, 1.9561075102525658, 0.9984563440514991, 0.035918611984757494, 0.006833110119837648, 0.03831615944082882, -0.13295954449753006, 0.1400553112312638, 0.00177301516163747
195.305156, 1.9176528375712896, 0.9902290542462271, 0.1691951479038087, 1.9566534420723516, 0.9984853166949492, 0.03546679467084953, 0.006841041684335606, 0.03872531855565822, -0.13327653591905123, 0.1406150344923558, 0.0020316101302042394
195.309372, 1.9177921198941097, 0.9902528476181994, 0.1687942115343687, 1.9570961519304406, 0.9985088113409938, 0.035100404635183505, 0.00684929423849316, 0.039128801118553345, -0.13332741686351915, 0.14103570497332735, 0.002417904775022961
195.314571, 1.9180010576709896, 0.9902884539082683, 0.16819280698020833, 1.9576420837502262, 0.998537783984444, 0.03464858732127555, 0.0068433221876619925, 0.039359492030677665, -0.13309240234502484, 0.1411548606770357, 0.002760130895563276
195.319815, 1.9182100168238683, 0.9903239345357749, 0.16759140242604736, 1.958192740888706, 0.998567007400919, 0.034192859297783845, 0.006842927419710997, 0.03969294104974762, -0.13294281510477182, 0.14141391084393012, 0.0031679787668087434
195.325182, 1.9183493371260678, 0.9903475045038493, 0.16719046605660734, 1.958756313898283, 0.9985969162636613, 0.033726442001429754, 0.006852603995829051, 0.040101108086235, -0.1329976067588235, 0.1418397971313253, 0.003558426552388333
195.329416, 1.9184886668671266, 0.9903710186114547, 0.16678952968716731, 1.9592009138838513, 0.9986205112189158, 0.03335848768192925, 0.006863392715131692, 0.04052212519165624, -0.13306308768573755, 0.1422827659809009, 0.003957491913655173
195.334681, 1.9186976756034082, 0.9904062059764893, 0.16658906150244698, 1.9597537761710522, 0.9986498516628021, 0.03290093466063394, 0.0068588590704426475, 0.04075467057982329, -0.13323057382051773, 0.1426035880811471, 0.0041017605897430975
