Time, xActual, yActual, angleActual, xTarget, yTarget, angleTarget, XTE, lagE, angleE, pLeft, pRight,pAverage,velocity,classification
261.945826,-2.38362169,0.45830769,1.585740558,-2.388340352,0.636309601,1.636058192,-0.006731746,0.175627762,0.049658923,0.261212126,0.323379402,0.292295764,0.193289225,0
261.951116,-2.38363697,0.459330076,1.586264917,-2.388438648,0.638619022,1.636717902,-0.006848448,0.176909505,0.049793276,0.262543395,0.324611618,0.293577506,0.213862422,0
261.955419,-2.383651205,0.460250215,1.586527096,-2.388518604,0.640497555,1.637254523,-0.006972794,0.178296749,0.050190806,0.26385622,0.326073281,0.294964751,0.212980496,0
261.9607,-2.383668897,0.461374826,1.586789276,-2.388616732,0.642803047,1.63791311,-0.007056412,0.179049374,0.050465248,0.264555242,0.32687951,0.295717376,0.223890899,0
261.965952,-2.383687702,0.462550551,1.588755622,-2.388714322,0.645095878,1.638568081,-0.007170954,0.180177232,0.049157489,0.266451522,0.327238945,0.296845234,0.202075099,0
261.971265,-2.383706983,0.463624003,1.592032865,-2.388813045,0.647415341,1.639230658,-0.00729341,0.18139438,0.046535215,0.269102263,0.327022501,0.298062382,0.191434589,0
261.975538,-2.383724353,0.464441818,1.59465466,-2.388892444,0.649280777,1.639763539,-0.007435118,0.182893203,0.044575998,0.271722402,0.327400007,0.299561204,0.154719122,0
261.980825,-2.383743867,0.465259586,1.596489917,-2.388990684,0.651588888,1.640422874,-0.007545033,0.18393852,0.043273622,0.273528821,0.327684221,0.300606521,0.174620493,0
261.986095,-2.383767509,0.466179532,1.597014276,-2.389088608,0.653889578,1.641080089,-0.007688466,0.185323497,0.043408598,0.274989743,0.328993253,0.301991498,0.192960936,0
261.991394,-2.383794314,0.46720168,1.597276455,-2.389187071,0.656202928,1.64174092,-0.007829104,0.186598783,0.043803634,0.27620815,0.330325419,0.303266784,0.259859752,0
261.996706,-2.383830862,0.468581571,1.597931904,-2.389318736,0.658748293,1.642432896,-0.007956822,0.187529068,0.043809017,0.297490536,0.3535121,0.325501318,0.347264151,0
262.002006,-2.383880799,0.470421394,1.597931904,-2.389478427,0.661482409,1.643148678,-0.008055567,0.1882331,0.044500992,0.297947325,0.354463375,0.32620535,0.374788534,0
262.007326,-2.383934897,0.472414535,1.598325173,-2.38963872,0.664226842,1.643867162,-0.008138547,0.188973955,0.044823505,0.298609904,0.355282506,0.326946205,0.365522107,0
262.012641,-2.383988372,0.474356549,1.598325173,-2.389798863,0.666968695,1.64458497,-0.008226368,0.189776135,0.045541989,0.299140662,0.356356107,0.327748385,0.346544907,0
